,index,word,count
45159,71054,stratified,4
45160,111920,cop16,4
45161,111923,pargneaux,4
45162,71072,midrange,4
45163,84078,unforthcoming,4
45164,84076,irishwoman,4
45165,98586,qtrax,4
45166,96195,eamon,4
45167,111933,disconnections,4
45168,96184,navarra,4
45169,71075,deindustrialised,4
45170,98631,kuc,4
45171,71078,craftrelated,4
45172,83979,turbine,4
45173,83953,polishbelarusian,4
45174,53677,transmuted,4
45175,53726,indiapakistan,4
45176,135482,j5,4
45177,56551,summa,4
45178,53733,goodneighbour,4
45179,135441,ifowodo,4
45180,135445,globus,4
45181,56367,employmentcreation,4
45182,53790,impinged,4
45183,135452,berisa,4
45184,70938,bicentenary,4
45185,70939,moralise,4
45186,96280,antiextremist,4
45187,53768,secondlevel,4
45188,96273,deathpenalty,4
45189,96265,4the,4
45190,98478,wrocławs,4
45191,53765,semidetached,4
45192,68029,hothouse,4
45193,98497,eccôte,4
45194,70962,eightytwo,4
45195,56372,a502792002,4
45196,110364,guyquints,4
45197,68021,swimmer,4
45198,68008,provencealpescôte,4
45199,87334,cockfights,4
45200,84169,adulteducation,4
45201,84168,antifascism,4
45202,87349,alternativas,4
45203,56392,timebound,4
45204,70990,greekowned,4
45205,84163,assunção,4
45206,83950,concretise,4
45207,56444,decelerated,4
45208,119829,poorhouse,4
45209,83915,maastrichts,4
45210,98722,brusselss,4
45211,87478,ardennes,4
45212,111983,ofpra,4
45213,53569,overexcited,4
45214,71194,deakin,4
45215,53564,alberta,4
45216,53563,promisingly,4
45217,67824,carré,4
45218,67821,alleys,4
45219,111984,iac,4
45220,67818,intercapitalist,4
45221,87505,instated,4
45222,56534,scintilla,4
45223,71225,socialistic,4
45224,83800,969,4
45225,53532,multimillionaires,4
45226,71231,henhouse,4
45227,96106,emphysema,4
45228,83797,candlelight,4
45229,53525,backtofront,4
45230,56537,headingthe,4
45231,71237,bedford,4
45232,83796,petr,4
45233,83791,viačorka,4
45234,67794,crusader,4
45235,71241,stampingout,4
45236,119903,avon,4
45237,67841,germination,4
45238,110239,glasssteagall,4
45239,83866,explorations,4
45240,56495,afirst,4
45241,53669,moulds,4
45242,71104,tutors,4
45243,135515,nonequivalence,4
45244,96156,selfdestructing,4
45245,83912,maryja,4
45246,83907,backslapping,4
45247,71113,opaqueness,4
45248,71118,salima,4
45249,98661,saysthis,4
45250,71140,shrill,4
45251,53625,lesserknown,4
45252,83895,theintegrated,4
45253,53619,reoccupying,4
45254,71172,nazifascism,4
45255,83886,solvay,4
45256,96122,hołowczyc,4
45257,56511,converges,4
45258,53608,micó,4
45259,83879,istat,4
45260,83876,fleeces,4
45261,71158,qadeer,4
45262,53591,9383,4
45263,67860,luminaries,4
45264,71160,muscovites,4
45265,67857,ilham,4
45266,135547,zarautz,4
45267,53811,demetrio,4
45268,68043,fifteenmember,4
45269,110424,diaphragms,4
45270,56268,b34003,4
45271,68167,tweaks,4
45272,87097,nsrac,4
45273,98162,dimitrij,4
45274,98172,11a,4
45275,56228,ofcombating,4
45276,84543,elaborately,4
45277,84540,subletting,4
45278,87130,absorbers,4
45279,68131,iniquities,4
45280,84477,jeered,4
45281,68128,castigation,4
45282,53972,colegislating,4
45283,111789,gardiazábal,4
45284,56258,overcompensated,4
45285,53955,sobre,4
45286,87162,oecddac,4
45287,98207,wikipedia,4
45288,53952,liquor,4
45289,98215,intern,4
45290,56263,bondecom,4
45291,87183,weblogs,4
45292,70744,starkest,4
45293,70746,standardsetter,4
45294,70750,bensedrine,4
45295,70758,roches,4
45296,110557,bisexuality,4
45297,87193,leninist,4
45298,68179,unclaimed,4
45299,54001,salinity,4
45300,135361,lataillade,4
45301,68228,roars,4
45302,70643,reformoriented,4
45303,84693,hypo,4
45304,135332,lópezs,4
45305,96462,vins,4
45306,56203,stabbing,4
45307,110631,factious,4
45308,70652,conviviality,4
45309,110628,zelayas,4
45310,84674,bioavailability,4
45311,117917,0029,4
45312,87057,nath,4
45313,128009,mullet,4
45314,87072,southasian,4
45315,135359,marchais,4
45316,56212,divulging,4
45317,87078,gspplus,4
45318,70673,outperformed,4
45319,84653,tahir,4
45320,54031,olof,4
45321,68210,convent,4
45322,54029,hermann,4
45323,84652,mirza,4
45324,70692,plated,4
45325,84592,clampdowns,4
45326,117904,mănescus,4
45327,84584,roadtraffic,4
45328,84468,donnez,4
45329,98259,3076,4
45330,53822,616,4
45331,135390,cop4,4
45332,53889,neisse,4
45333,96347,singleengine,4
45334,68074,vignettes,4
45335,87237,vanhanens,4
45336,68061,ands,4
45337,53880,reforesting,4
45338,96326,unmig,4
45339,87268,socalledthird,4
45340,134222,b43400,4
45341,70839,swedishspeaking,4
45342,110484,anticastro,4
45343,68057,110000,4
45344,70842,77799eec,4
45345,98375,visarelated,4
45346,87273,apush,4
45347,70860,bounty,4
45348,126590,eightysix,4
45349,84286,fm,4
45350,98384,thedata,4
45351,84256,xinhua,4
45352,126575,maresme,4
45353,98390,elsevier,4
45354,56347,trafficlight,4
45355,84248,folkloric,4
45356,53841,jowl,4
45357,68045,1001,4
45358,119646,efsm,4
45359,56301,thana,4
45360,98316,nkundas,4
45361,117823,christs,4
45362,98292,ramoshorta,4
45363,70774,eccentricities,4
45364,53932,ofenlargement,4
45365,98279,procreate,4
45366,111790,rubial,4
45367,53929,fivehour,4
45368,53928,farmings,4
45369,68096,welfarefriendly,4
45370,56275,994,4
45371,84391,baydemir,4
45372,96383,groupe,4
45373,87195,deadliest,4
45374,96373,plagiarism,4
45375,87210,andwe,4
45376,110508,delara,4
45377,84372,misspending,4
45378,70793,securityconscious,4
45379,119561,wils,4
45380,98296,cashforwork,4
45381,119565,hardhearted,4
45382,56287,thesame,4
45383,56294,polyglot,4
45384,53897,presley,4
45385,87218,flaunt,4
45386,84343,0153,4
45387,96369,tulips,4
45388,96359,internalized,4
45389,56547,disavowal,4
45390,117637,lulucf,4
45391,54090,buoyed,4
45392,120094,plumbs,4
45393,87731,uncanny,4
45394,99347,theeus,4
45395,126095,nanograms,4
45396,56810,millionth,4
45397,67482,megabits,4
45398,83433,upsides,4
45399,53037,3900,4
45400,95796,goodsonly,4
45401,56817,thatevery,4
45402,67478,imelda,4
45403,56818,nonqualified,4
45404,99394,ruses,4
45405,126074,somato,4
45406,128392,gillian,4
45407,71789,ocse,4
45408,128393,shephard,4
45409,53018,quantifies,4
45410,53015,isla,4
45411,53014,barbate,4
45412,67468,multiformity,4
45413,128405,77187,4
45414,99461,planb,4
45415,53005,equaliser,4
45416,112220,manuscript,4
45417,87749,dwarves,4
45418,117471,initiativeyouth,4
45419,67438,dakota,4
45420,56798,trainingrelated,4
45421,83455,unrecoverable,4
45422,96099,egglaying,4
45423,71730,776,4
45424,53153,metabolites,4
45425,53147,1018,4
45426,126146,rhino,4
45427,99215,sony,4
45428,56773,reassertion,4
45429,87693,andeurope,4
45430,53122,unpicked,4
45431,83509,ponderousness,4
45432,53121,halfdozen,4
45433,71674,kasuri,4
45434,56779,ritter,4
45435,112143,stassen,4
45436,71698,strut,4
45437,67581,the90s,4
45438,120074,hippocratic,4
45439,109855,lowertax,4
45440,53104,modulations,4
45441,99263,theneed,4
45442,99266,866,4
45443,56788,covet,4
45444,53099,freedup,4
45445,83482,intersessional,4
45446,71720,whispers,4
45447,112177,708,4
45448,99278,wordnuclear,4
45449,99284,climatology,4
45450,112181,bufton,4
45451,83402,shoemakers,4
45452,117466,initiativean,4
45453,99494,opensea,4
45454,56859,dangle,4
45455,67366,antigerman,4
45456,52901,dividingline,4
45457,71849,vaginal,4
45458,67364,nusseibeh,4
45459,52890,entitledbuilding,4
45460,71850,fistula,4
45461,67363,interposed,4
45462,67338,presidentyou,4
45463,117401,menders,4
45464,83301,tamara,4
45465,56900,ifremer,4
45466,120185,witha,4
45467,83283,leninism,4
45468,128472,communique,4
45469,56914,claws,4
45470,109572,rockandroll,4
45471,87868,beirutdamascus,4
45472,52852,revitalises,4
45473,67296,andsocial,4
45474,109569,ofuse,4
45475,71902,knitwear,4
45476,56924,limestone,4
45477,52848,opulent,4
45478,67294,everlower,4
45479,52836,enjoin,4
45480,52835,corporative,4
45481,83258,wellserved,4
45482,112259,sandinistas,4
45483,71843,mobbing,4
45484,87843,baptists,4
45485,117457,deadweight,4
45486,109699,sovieticus,4
45487,112229,senyszyn,4
45488,109680,sdr,4
45489,109678,nečas,4
45490,109677,itss,4
45491,52969,maligning,4
45492,99546,jørgensens,4
45493,83344,methylmercury,4
45494,83338,mississippi,4
45495,128421,ludivina,4
45496,83323,ryton,4
45497,52959,burnings,4
45498,99551,prescient,4
45499,71841,homemakers,4
45500,87783,debarred,4
45501,52950,brawl,4
45502,99555,multilayer,4
45503,67401,trouser,4
45504,52943,godhra,4
45505,87805,grundvig,4
45506,99573,isglobal,4
45507,67370,muddied,4
45508,112251,reconverting,4
45509,109614,filipiová,4
45510,87828,semneby,4
45511,52921,exactions,4
45512,109892,zafiropoulos,4
45513,83517,deepnet,4
45514,99188,climatologist,4
45515,110000,lindsay,4
45516,83670,outoftheway,4
45517,71341,subprojects,4
45518,83665,neartotal,4
45519,71342,projectbyproject,4
45520,98932,creţu,4
45521,98939,sayswhereas,4
45522,67729,businessoriented,4
45523,53366,tempest,4
45524,53365,1610,4
45525,83643,unicredito,4
45526,53356,jesuits,4
45527,67726,filings,4
45528,87579,22007,4
45529,98987,seyed,4
45530,71369,pew,4
45531,67719,schwarzenegger,4
45532,98994,kazemis,4
45533,128255,bfr,4
45534,67714,fprd,4
45535,56663,wordpartnership,4
45536,96006,offlexibility,4
45537,120003,abdulla,4
45538,126290,bestial,4
45539,71404,60hour,4
45540,126283,erbakans,4
45541,56664,allacp,4
45542,56677,enabler,4
45543,56625,alexis,4
45544,71325,scrimp,4
45545,53398,clipped,4
45546,83740,acupuncture,4
45547,83749,polities,4
45548,87516,lunità,4
45549,56561,irremediable,4
45550,98812,ibni,4
45551,71259,monetarisation,4
45552,53464,tetanus,4
45553,71262,4c,4
45554,71263,amendmentcalls,4
45555,96090,rádio,4
45556,53444,astonish,4
45557,98822,quotei,4
45558,53441,christina,4
45559,117627,kolarskabobińskas,4
45560,96046,decisiveno,4
45561,87542,freemarketism,4
45562,110130,rosés,4
45563,126353,wasin,4
45564,67772,hadas,4
45565,56592,sulphurous,4
45566,53416,saharaoui,4
45567,56598,bodensee,4
45568,98895,stashed,4
45569,83715,incourt,4
45570,83708,podkański,4
45571,71313,everfaster,4
45572,98904,developmentpolicy,4
45573,134071,e407,4
45574,128263,béarnaise,4
45575,83522,2250,4
45576,71429,070,4
45577,83567,webmail,4
45578,99127,androulla,4
45579,112112,brons,4
45580,99129,rijeka,4
45581,117558,nonobjective,4
45582,99132,desideratum,4
45583,99133,turfcutting,4
45584,53219,bête,4
45585,56750,quoteof,4
45586,67645,lees,4
45587,71515,repainted,4
45588,71519,parmalatcase,4
45589,99144,neofascism,4
45590,71528,recuperating,4
45591,83543,kroess,4
45592,83541,winklers,4
45593,135716,lowsolvent,4
45594,87667,mobilityrelated,4
45595,71589,painkiller,4
45596,71590,demandreduction,4
45597,109917,80100,4
45598,71591,baghram,4
45599,71616,sagres,4
45600,87670,forbetter,4
45601,135719,thinners,4
45602,71633,pickandchoose,4
45603,71634,secretaryofstate,4
45604,53241,pushy,4
45605,120031,gfcms,4
45606,71486,1418,4
45607,71466,firststrike,4
45608,134066,e405,4
45609,126271,puk,4
45610,95976,18292003,4
45611,71438,unionlevel,4
45612,126263,leasings,4
45613,53288,blackcurrants,4
45614,83598,20072011,4
45615,117591,acer,4
45616,95944,16b,4
45617,95942,sarmas,4
45618,71464,mininukes,4
45619,95940,cretin,4
45620,67676,tinsel,4
45621,53246,448,4
45622,120026,dredgers,4
45623,95936,structuralfund,4
45624,99060,jaurès,4
45625,109954,dǐmas,4
45626,117587,ewaste,4
45627,56731,stagingpost,4
45628,71482,halo,4
45629,53253,ponzi,4
45630,87596,oneurope,4
45631,99118,erga,4
45632,99119,omnes,4
45633,117571,thepatients,4
45634,70637,quintessentially,4
45635,84707,pâté,4
45636,50486,200012ec,4
45637,69603,419,4
45638,85765,strož,4
45639,111462,downsize,4
45640,68878,facilitiesbased,4
45641,85763,clergyman,4
45642,69647,mismanage,4
45643,69656,navels,4
45644,96861,osh,4
45645,54947,idir,4
45646,54941,liom,4
45647,96859,bonusmalus,4
45648,69673,cardholders,4
45649,54924,rá,4
45650,54919,déanaí,4
45651,96849,3042003,4
45652,54890,comónta,4
45653,69704,reimposition,4
45654,69706,targetbased,4
45655,69722,minorca,4
45656,69723,ibiza,4
45657,127202,giraldo,4
45658,85720,longestlasting,4
45659,55752,phrasein,4
45660,127201,josué,4
45661,69735,vojislav,4
45662,118729,waemu,4
45663,54833,láidir,4
45664,54827,mó,4
45665,111460,caterpillar,4
45666,134526,hallandsås,4
45667,68709,interwar,4
45668,97500,homokhátság,4
45669,68910,trailed,4
45670,68909,forecasters,4
45671,86425,quail,4
45672,69511,cheapen,4
45673,118640,synesios,4
45674,111081,readsto,4
45675,55016,itcalls,4
45676,118648,haggis,4
45677,85832,highaltitude,4
45678,97476,kyotos,4
45679,127307,antiblockade,4
45680,111078,newsstand,4
45681,86430,m30,4
45682,127667,clercqs,4
45683,86433,alevi,4
45684,55665,spartan,4
45685,69561,linebyline,4
45686,127668,cte,4
45687,54984,servicemembers,4
45688,111434,spotless,4
45689,69562,virulently,4
45690,96926,statesall,4
45691,134864,baraldinis,4
45692,86470,leitrim,4
45693,127675,1078,4
45694,111456,tv1,4
45695,97498,biologist,4
45696,96842,cui,4
45697,96836,socalledomnibus,4
45698,69768,hangups,4
45699,111507,tecs,4
45700,96803,patria,4
45701,69904,nerveracking,4
45702,118177,backstops,4
45703,69906,carousels,4
45704,85619,riccardo,4
45705,68735,eurosceptical,4
45706,69927,9751999,4
45707,69928,9761999,4
45708,55861,propertyowners,4
45709,97683,encampments,4
45710,85606,lilli,4
45711,86645,architecturally,4
45712,54705,clawed,4
45713,68717,carmanufacturing,4
45714,97689,politicized,4
45715,54702,stig,4
45716,118793,ladys,4
45717,85568,fraudsensitive,4
45718,85565,correctional,4
45719,85522,foaming,4
45720,54691,tricoloured,4
45721,54687,tidende,4
45722,86663,synonyms,4
45723,54686,berlingske,4
45724,118843,terzigno,4
45725,54663,quisthoudtrowohls,4
45726,54662,humanised,4
45727,85620,donato,4
45728,68740,epchina,4
45729,127750,monopolizing,4
45730,97593,frigate,4
45731,111509,g2,4
45732,85688,moody,4
45733,68818,calumny,4
45734,86522,magnetism,4
45735,118242,lice,4
45736,68807,agostino,4
45737,54795,éirinn,4
45738,55782,triangles,4
45739,69815,resents,4
45740,69817,hash,4
45741,86530,mojca,4
45742,69825,interurban,4
45743,54780,vita,4
45744,86616,naumann,4
45745,69829,budgetmaking,4
45746,85637,hock,4
45747,54770,productionoriented,4
45748,86576,syrianlebanese,4
45749,54768,1861,4
45750,69859,suprastate,4
45751,69866,terse,4
45752,69868,sayinglet,4
45753,118205,foxtrot,4
45754,68752,systematising,4
45755,110990,nabuccos,4
45756,118201,citizenbased,4
45757,85863,viva,4
45758,69484,hao,4
45759,127337,dabovilles,4
45760,97262,womenfriendly,4
45761,97089,consecration,4
45762,118491,longsought,4
45763,69269,trudeau,4
45764,55279,aninformation,4
45765,55272,interdiction,4
45766,55431,secondline,4
45767,69274,onóir,4
45768,69130,theproposal,4
45769,111265,insignia,4
45770,118519,cei,4
45771,69120,nasraoui,4
45772,134755,0480,4
45773,69294,míle,4
45774,55217,waraffected,4
45775,69117,ghanem,4
45776,86245,tomo,4
45777,55453,effigy,4
45778,55454,bumping,4
45779,86246,križnar,4
45780,86248,boorish,4
45781,69308,dá,4
45782,86255,carrelated,4
45783,55207,reinstalled,4
45784,86265,environmentallysensitive,4
45785,86277,cloudy,4
45786,111235,socalledtobin,4
45787,97041,unioni,4
45788,55287,editorsinchief,4
45789,97162,wittmann,4
45790,55413,infuse,4
45791,69230,thestandards,4
45792,97136,bifida,4
45793,118442,asyouth,4
45794,86169,tdip,4
45795,86190,967,4
45796,69214,linkups,4
45797,86164,israelioccupied,4
45798,97135,spina,4
45799,86149,bloodborne,4
45800,55337,autonomist,4
45801,55370,carton,4
45802,55332,vo,4
45803,69203,assiduity,4
45804,55325,sener,4
45805,69264,manhunts,4
45806,97108,reporttowards,4
45807,55382,conrad,4
45808,69238,vibes,4
45809,55385,postdoha,4
45810,86216,cradles,4
45811,97149,raila,4
45812,97152,kibakis,4
45813,69250,ictys,4
45814,55304,minieurope,4
45815,97090,escapade,4
45816,55408,acarbon,4
45817,55299,argentineans,4
45818,69326,cur,4
45819,97267,stupefying,4
45820,55031,sablón,4
45821,69105,clam,4
45822,55539,blundering,4
45823,86343,0230,4
45824,55110,microstate,4
45825,55547,mecklenburg,4
45826,85929,eaton,4
45827,55090,racisme,4
45828,55552,straightening,4
45829,86359,imprudence,4
45830,55563,992,4
45831,111142,jekyll,4
45832,86369,unifem,4
45833,96983,vhis,4
45834,85920,impactassessed,4
45835,68947,unsigned,4
45836,68938,handbrake,4
45837,69444,discourteously,4
45838,55606,passtheparcel,4
45839,55068,draftsmans,4
45840,111136,cndd,4
45841,85911,icban,4
45842,111115,francophile,4
45843,111420,reviewers,4
45844,111106,jaakonsaari,4
45845,69473,atjeh,4
45846,55635,southend,4
45847,68911,minding,4
45848,55645,scripture,4
45849,118574,selfimmolation,4
45850,69017,psa,4
45851,55126,openaccess,4
45852,55476,chasse,4
45853,55192,timesharing,4
45854,111212,serracchiani,4
45855,111199,borsellino,4
45856,55183,callousness,4
45857,86294,downpours,4
45858,111176,90314eec,4
45859,69351,linn,4
45860,118525,noncage,4
45861,55468,546,4
45862,55473,coupon,4
45863,127403,0369,4
45864,97347,rite,4
45865,118359,wirral,4
45866,86335,ofi,4
45867,55480,educationsocrates,4
45868,55166,quizzed,4
45869,55161,buoyancy,4
45870,69395,redletter,4
45871,97009,agrometeorological,4
45872,86031,ofwe,4
45873,69031,endocrinal,4
45874,55517,meuse,4
45875,86334,instabilities,4
45876,118547,officiating,4
45877,111150,knut,4
45878,86011,asgreen,4
45879,70021,indexlinking,4
45880,70022,legalese,4
45881,68255,enjoining,4
45882,68419,alistair,4
45883,85020,agroforestry,4
45884,119161,taseers,4
45885,56123,poorlypaid,4
45886,54257,gravitating,4
45887,54252,exhusband,4
45888,126801,predraft,4
45889,68406,bolivias,4
45890,84993,wayout,4
45891,126795,0300,4
45892,68402,bazaars,4
45893,68395,lastresort,4
45894,84947,thefrozen,4
45895,84939,policysetting,4
45896,54239,ayrshire,4
45897,119206,porajmos,4
45898,119220,centurieslong,4
45899,70478,oneeighth,4
45900,126780,visionless,4
45901,127929,cassese,4
45902,84914,primetime,4
45903,70488,corries,4
45904,70490,carroll,4
45905,68389,mansion,4
45906,86956,podkarpacie,4
45907,56154,nauseating,4
45908,84894,theoreticians,4
45909,96577,adivide,4
45910,54271,030,4
45911,118014,oreuropean,4
45912,86677,slmm,4
45913,70440,disabused,4
45914,119053,khalip,4
45915,126840,b5325,4
45916,110779,krisztina,4
45917,54358,unnumbered,4
45918,56077,buddies,4
45919,110776,antinoro,4
45920,119086,200585ec,4
45921,97928,nonalliance,4
45922,85100,pipedreams,4
45923,54341,eurous,4
45924,70399,tweaking,4
45925,56087,eucyprus,4
45926,68433,649,4
45927,54317,blockbusters,4
45928,68432,797,4
45929,70425,pigheaded,4
45930,85065,ofclose,4
45931,135206,poltrein,4
45932,111622,sinhala,4
45933,96635,doorways,4
45934,85058,wha,4
45935,54291,biocomponents,4
45936,110758,centro,4
45937,54287,ecobalance,4
45938,110754,82009,4
45939,68425,obituaries,4
45940,111627,poetically,4
45941,86958,technocracies,4
45942,119236,sputnik,4
45943,70505,semiprocessed,4
45944,96548,instigates,4
45945,126737,lesswidely,4
45946,68286,overconfidence,4
45947,84801,rmdsz,4
45948,70595,freshwaters,4
45949,84792,petkov,4
45950,110683,anticar,4
45951,134286,materializes,4
45952,110676,sberbank,4
45953,54123,gsps,4
45954,96501,jockeying,4
45955,126715,0546,4
45956,98076,ganleys,4
45957,111721,200898ec,4
45958,110672,rejoinder,4
45959,84770,nonautonomous,4
45960,70622,oilexporting,4
45961,54100,nongerman,4
45962,98089,threecs,4
45963,110653,0700,4
45964,54099,exiling,4
45965,110642,mitrova,4
45966,126702,0370,4
45967,68278,uneu,4
45968,127982,abkhaz,4
45969,110636,paweł,4
45970,70632,intrusiveness,4
45971,98122,anall,4
45972,127970,wiwa,4
45973,96505,sternly,4
45974,111714,dementiarelated,4
45975,54187,detested,4
45976,68381,blacksmith,4
45977,70510,purseseine,4
45978,68380,predation,4
45979,68366,noman,4
45980,70517,consoles,4
45981,84855,writedown,4
45982,126765,harmonizations,4
45983,126758,symbolizes,4
45984,70530,onspam,4
45985,70536,nastiest,4
45986,56158,quarrelled,4
45987,84852,calculability,4
45988,68355,showy,4
45989,84832,admixtures,4
45990,110703,inelastic,4
45991,68347,bulldozed,4
45992,126749,polymorphism,4
45993,126748,gutenberg,4
45994,68333,europeturkey,4
45995,117965,92010,4
45996,68321,crueller,4
45997,87013,idiom,4
45998,56163,tricksters,4
45999,68306,aeroflot,4
46000,135283,kovác,4
46001,111707,ecommunication,4
46002,56070,shack,4
46003,70351,toad,4
46004,70342,valencià,4
46005,68555,bipartisanship,4
46006,96722,qatif,4
46007,54590,throwback,4
46008,54582,pelagical,4
46009,85413,oneseat,4
46010,86739,µg,4
46011,85404,charmingly,4
46012,54550,utopenec,4
46013,85402,plotters,4
46014,96708,ofcompetitiveness,4
46015,86747,gallon,4
46016,68570,pugnacious,4
46017,54536,2560,4
46018,68566,czechaustrian,4
46019,55967,distancelearning,4
46020,96706,multi,4
46021,70119,overbook,4
46022,85392,zdanoka,4
46023,86748,powergenerating,4
46024,96695,ny,4
46025,70129,funders,4
46026,68562,obtuse,4
46027,86753,environmentconscious,4
46028,54515,mushroomed,4
46029,86754,nonmotorised,4
46030,54512,scheeles,4
46031,68556,reinstituted,4
46032,85359,c17603,4
46033,70084,transportpolicy,4
46034,70077,shortrange,4
46035,68584,equilibriums,4
46036,85438,amadou,4
46037,68693,dangled,4
46038,68682,431,4
46039,111538,bcg,4
46040,54650,propounding,4
46041,68675,onebyone,4
46042,97727,theblacklist,4
46043,70031,europeanled,4
46044,68657,slavetrading,4
46045,134428,a4030897,4
46046,68652,marion,4
46047,85443,547,4
46048,55910,foreurope,4
46049,54634,trivialises,4
46050,86727,ivth,4
46051,68631,tiptoeing,4
46052,54631,selves,4
46053,54629,wordrights,4
46054,68629,castrating,4
46055,85436,ultraeuropean,4
46056,68608,coparticipation,4
46057,118126,bendt,4
46058,86710,thaksin,4
46059,68596,neuter,4
46060,85429,sharma,4
46061,127009,dieta,4
46062,54611,624,4
46063,85345,24month,4
46064,85338,inputting,4
46065,70341,acció,4
46066,126964,democratized,4
46067,54440,prescriber,4
46068,56018,min,4
46069,126878,irini,4
46070,56028,ibrahims,4
46071,86787,scatter,4
46072,110830,1530,4
46073,134355,gooseflesh,4
46074,127864,ciba,4
46075,54409,barbarously,4
46076,97850,hes,4
46077,86806,snegis,4
46078,54406,readmissions,4
46079,86808,singlesector,4
46080,97858,speechwriter,4
46081,54405,nonintegration,4
46082,97864,lightsignalling,4
46083,86812,wellstocked,4
46084,56061,chihuri,4
46085,56062,gags,4
46086,70329,nonsectarian,4
46087,118055,constantin,4
46088,110814,overwhelmingyes,4
46089,97874,121090,4
46090,56067,nineyearold,4
46091,97879,layingoff,4
46092,70338,casal,4
46093,70339,jaume,4
46094,56016,nonchinese,4
46095,70285,seniors,4
46096,70284,concreted,4
46097,97839,carproducing,4
46098,70159,chapels,4
46099,70178,viably,4
46100,55997,ted,4
46101,96685,unworldly,4
46102,54490,palming,4
46103,54486,glanced,4
46104,126929,eucheuma,4
46105,110856,oftoo,4
46106,70211,vikings,4
46107,85327,hyped,4
46108,70218,reconvenes,4
46109,85319,abdallah,4
46110,86768,assessor,4
46111,127859,allergenicity,4
46112,54465,imploding,4
46113,70239,ofextraordinary,4
46114,70245,edicts,4
46115,56012,avenge,4
46116,56013,glitters,4
46117,70264,sandbags,4
46118,70267,gard,4
46119,126887,9629,4
46120,118089,issuerpays,4
46121,86782,lowerlevel,4
46122,70282,dyke,4
46123,85294,floodplains,4
46124,95657,isnot,4
46125,95649,hardwired,4
46126,87896,gores,4
46127,51274,voyagedata,4
46128,116688,solidarité,4
46129,121178,mead,4
46130,81568,karenni,4
46131,65772,86613,4
46132,81565,deathrow,4
46133,58186,sloganwe,4
46134,121182,cognition,4
46135,58189,pauses,4
46136,101343,oversell,4
46137,94786,fluxys,4
46138,129355,packer,4
46139,81556,muzaffarabad,4
46140,81554,pakistanadministered,4
46141,81533,quivering,4
46142,133319,delvaux,4
46143,129361,minimization,4
46144,65732,questiondo,4
46145,116666,thepeople,4
46146,58219,holies,4
46147,89030,lukachenka,4
46148,121217,busoi,4
46149,116662,055,4
46150,116661,actionyour,4
46151,51215,bagram,4
46152,125155,castilles,4
46153,65705,1euro,4
46154,89043,ispir,4
46155,88995,klaβ,4
46156,73453,highskill,4
46157,121347,bongo,4
46158,58173,kroupa,4
46159,88949,yesrecital,4
46160,65859,ugandans,4
46161,101250,radicalization,4
46162,51348,bromine,4
46163,65837,andréléonards,4
46164,73416,diehards,4
46165,116706,counterreforms,4
46166,125211,consumptive,4
46167,101275,revaluations,4
46168,116703,merkelsarkozy,4
46169,51334,toothbrushes,4
46170,73418,calderoli,4
46171,58154,refounded,4
46172,88975,thestop,4
46173,81625,dps,4
46174,129306,nonfoodstuffs,4
46175,51325,coasting,4
46176,65805,rainsys,4
46177,73419,antisoviet,4
46178,81605,uplands,4
46179,51320,twentyyearold,4
46180,81598,markups,4
46181,58157,trickier,4
46182,58158,eulithuania,4
46183,129312,chiquitas,4
46184,81583,fragrant,4
46185,65795,slaughterers,4
46186,73499,educationtraining,4
46187,51213,amphibious,4
46188,73502,deactivating,4
46189,101395,chlorination,4
46190,58360,hostagetakers,4
46191,58367,octobernovember,4
46192,101506,theistic,4
46193,73612,settler,4
46194,73614,buttonhole,4
46195,101531,windfarm,4
46196,65645,haughtily,4
46197,108279,thracian,4
46198,73618,wed,4
46199,58385,artful,4
46200,73630,meis,4
46201,81327,mot,4
46202,94694,magyar,4
46203,58394,thelevel,4
46204,65615,uscirf,4
46205,51094,disproportionally,4
46206,101543,patrimonial,4
46207,73639,saidour,4
46208,65610,generalhigh,4
46209,121326,poczobut,4
46210,81296,0644,4
46211,101576,pos,4
46212,51081,inclusions,4
46213,51079,1390,4
46214,51077,sloppily,4
46215,65602,torralba,4
46216,65601,22yearold,4
46217,58359,crimean,4
46218,112898,crocetta,4
46219,89116,ahuman,4
46220,94747,unkept,4
46221,58260,473,4
46222,51207,extracontractual,4
46223,118433,ofcultural,4
46224,81482,badger,4
46225,58296,councilto,4
46226,51189,bulldog,4
46227,112870,2the,4
46228,58327,plunders,4
46229,51181,unionnato,4
46230,81456,chargé,4
46231,121238,fessenheim,4
46232,65684,magdeburg,4
46233,73537,sadak,4
46234,65656,studys,4
46235,51163,cortes,4
46236,51147,infused,4
46237,81439,reflationary,4
46238,94741,housekeepers,4
46239,73545,wellmotivated,4
46240,65663,adducing,4
46241,51135,blond,4
46242,108321,mané,4
46243,121270,lingered,4
46244,89108,fiftyeight,4
46245,81374,pointbypoint,4
46246,58351,yavlinsky,4
46247,108498,compaoré,4
46248,121131,floodstricken,4
46249,58124,ja,4
46250,108645,mirow,4
46251,125390,canosa,4
46252,88753,quirk,4
46253,125383,ruairi,4
46254,108680,bumble,4
46255,65990,ferguson,4
46256,136465,techno,4
46257,94885,62007,4
46258,65986,shallower,4
46259,73167,accrualbased,4
46260,101005,asterix,4
46261,101011,rumpus,4
46262,73188,200354ec,4
